content,annotation__label__-,annotation__notes,annotation__points__x,annotation__points__y,annotation__imageWidth,annotation__imageHeight,extras
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/23b9a6e9-4e4d-47b9-be65-175bbf569df4___famous-1297790597.jpg.jpeg,Face,,0.120754717,0.099041534,530,313,null
,,,0.390566038,0.651757188,,,
,Face,,0.662264151,0.067092652,530,313,
,,,0.88490566,0.600638978,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/1100b15e-e170-42ac-9946-d0525d1133b4___famous-gun-scenes-from-movies-replaced-with-thumb-1-8634-1363384648-10_big.jpg.jpeg,Face,,0.41971831,0.296610169,355,236,null
,,,0.583098592,0.546610169,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/9e932dec-3a49-49fb-944a-afaa7d221e1e___famous-movie-scene-locations-as-seen-through-google-street-view.jpg.jpeg,Face,,0.421451788,0.138528139,1265,949,null
,,,0.487540628,0.24963925,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/57ec4a49-3e44-452b-af0d-bb035f25c587___fast-furious-7.jpg.jpeg,Face,,0.106404959,0.226415094,1000,1096,null
,,,0.202479339,0.323584906,,,
,Face,,0.265495868,0.237735849,1000,1096,
,,,0.350206612,0.328301887,,,
,Face,,0.530991736,0.235849057,1000,1096,
,,,0.612603306,0.35,,,
,Face,,0.747933884,0.233962264,1000,1096,
,,,0.81714876,0.332075472,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/3777c984-e908-402e-8e0f-d2023f79b78c___fcs-medium-familyservices-660x396.jpg.jpeg,Face,,0.212121212,0.295454545,660,396,null
,,,0.313636364,0.434343434,,,
,Face,,0.348484848,0.242424242,660,396,
,,,0.475757576,0.452020202,,,
,Face,,0.481818182,0.287878788,660,396,
,,,0.590909091,0.467171717,,,
,Face,,0.656060606,0.351010101,660,396,
,,,0.762121212,0.502525253,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/e98223de-f7c5-4333-8f69-2e1384b7bcca___Fi-M-Top10-Character-Introduction-Scenes-in-Movies-720p30_480.jpg.jpeg,Face,,0.304166667,0.118518519,480,270,null
,,,0.679166667,0.822222222,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/761fbedb-d399-4026-983a-31598902fa8b___Fi-M-Top10-Oral-Sex-Scenes-In-Movies-720p30_180.jpg.jpeg,Face,,0.459375,0.188888889,320,180,null
,,,0.59375,0.405555556,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/e02a8c74-ef2a-4177-aabd-8323c59eff53___Fi-M-Top10-Serious-Animal-Attack-Scenes-in-Movies-720p30202_480.jpg.jpeg,Face,,0.033333333,0.276094276,480,297,null
,,,0.41875,0.797979798,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/82a55b26-f56b-4ada-85a2-e9c8fa91dfd0___Fotolia_56359700_Subscription_Monthly_M.jpg.jpeg,Face,,0.265438787,0.206504065,1688,1125,null
,,,0.410617551,0.456910569,,,
,Face,,0.421451788,0.23902439,1688,1125,
,,,0.536294691,0.422764228,,,
,Face,,0.352112676,0.533333333,1688,1125,
,,,0.456121343,0.746341463,,,
,Face,,0.518959913,0.621138211,1688,1125,
,,,0.680390033,0.869918699,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/75b81f28-b110-4c84-bf7c-0a248330055b___FSP-family-555x370x55.jpg.jpeg,Face,,0.517117117,0.343243243,555,370,null
,,,0.590990991,0.435135135,,,
,Face,,0.189189189,0.056756757,555,370,
,,,0.255855856,0.154054054,,,
,Face,,0.407207207,0.264864865,555,370,
,,,0.475675676,0.351351351,,,
,Face,,0.745945946,0.351351351,555,370,
,,,0.816216216,0.448648649,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/f18f7c01-6ac3-4086-81e9-e79693adc17b___FTP-12.jpg.jpeg,Face,,0.598901099,0.026119403,182,268,null
,,,0.818681319,0.182835821,,,
,Face,,0.17032967,0.190298507,182,268,
,,,0.395604396,0.317164179,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/4a6aaba7-1873-4897-ba9f-269fc0f0acbf___funny-Deadpool-movie-Ryan-Reynolds-scene.jpg.jpeg,Face,,0.087037037,0.102076125,540,578,null
,,,0.385185185,0.323529412,,,
,Face,,0.651851852,0.044982699,540,578,
,,,0.848148148,0.273356401,,,
,Face,,0.122222222,0.598615917,540,578,
,,,0.290740741,0.785467128,,,
,Face,,0.677777778,0.55017301,540,578,
,,,0.87962963,0.776816609,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/16cf7fba-291b-44e0-86a7-cc757998e0a0___funny-Donnie-Darko-movie-scene.jpg.jpeg,Face,,0.592592593,0.024660912,540,811,null
,,,0.87037037,0.263871763,,,
,Face,,0.159259259,0.350184957,540,811,
,,,0.366666667,0.499383477,,,
,Face,,0.562962963,0.434032059,540,811,
,,,0.751851852,0.567200986,,,
,Face,,0.240740741,0.694204686,540,811,
,,,0.422222222,0.858199753,,,
,Face,,0.546296296,0.773119605,540,811,
,,,0.751851852,0.897657213,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/102643a3-a7d8-4247-8153-92d5465c72f1___funnyfilmsjpg-6e42eba11da2fa5a.jpg.png,Face,,0.277419355,0.215938303,620,389,null
,,,0.429032258,0.452442159,,,
,Face,,0.116129032,0.318766067,620,389,
,,,0.225806452,0.503856041,,,
,Face,,0.477419355,0.316195373,620,389,
,,,0.580645161,0.519280206,,,
,Face,,0.809677419,0.727506427,620,389,
,,,0.887096774,0.850899743,,,
,Face,,0.827419355,0.372750643,620,389,
,,,0.896774194,0.4781491,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/a7cb958c-702c-438f-b1fd-020788520d08___funny-people.jpg.jpeg,Face,,0.537378115,0.095779221,1024,683,null
,,,0.592632719,0.199675325,,,
,Face,,0.223185265,0.477272727,1024,683,
,,,0.270855905,0.594155844,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/c816fe11-166c-400b-9e16-2c4a0a2a7594___Funny-Scenes-From-The-Movie-white-chicks-29349273-420-700.jpg.jpeg,Face,,0.361904762,0.07,420,700,null
,,,0.688095238,0.26,,,
,Face,,0.295238095,0.73,420,700,
,,,0.528571429,0.902857143,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/3c04f63c-5dab-4139-bc54-1b2c47828454___funny-Will-Smith-movie-scene.jpg.jpeg,Face,,0.332,0.071428571,500,588,null
,,,0.624,0.387755102,,,
,Face,,0.406,0.520408163,500,588,
,,,0.74,0.860544218,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/0a60979d-7263-4ca7-b54d-ac02b18774e0___Funny-woman-in-a-movie-scene-picture-with-sub.jpg.jpeg,Face,,0.108256881,0.138582677,545,635,null
,,,0.275229358,0.316535433,,,
,Face,,0.255045872,0.092913386,545,635,
,,,0.405504587,0.253543307,,,
,Face,,0.781651376,0.086614173,545,635,
,,,0.937614679,0.335433071,,,
,Face,,0.555963303,0.548031496,545,635,
,,,0.777981651,0.777952756,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/25c01e48-5f32-41aa-9f8d-9bfcaf46d189___GB.jpg.jpeg,Face,,0.145833333,0.055921053,432,304,null
,,,0.451388889,0.559210526,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/fc8af2c0-1f24-49fa-b70f-b797d4d69518___Generational-Sins.jpg.jpeg,Face,,0.518595041,0.174632353,1777,999,null
,,,0.691115702,0.472426471,,,
,Face,,0.311983471,0.226102941,1777,999,
,,,0.431818182,0.428308824,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/592b7b5d-a87e-442e-8054-611950f3ef50___GettyImages-973687124-640x480.jpg.jpeg,Face,,0.1828125,0.30625,640,480,null
,,,0.25625,0.40625,,,
,Face,,0.4078125,0.341666667,640,480,
,,,0.471875,0.425,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/4c4456a0-cc43-4436-b570-b984ec612efb___ghostprotocol.jpg.jpeg,Face,,0.049230769,0.30625,650,320,null
,,,0.310769231,0.8625,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/f84ff2d3-d7d7-492d-a90e-41e46090b234___gn-gift_guide_variable_c.jpg.jpeg,Face,,0.335861322,0.190641248,970,606,null
,,,0.459371614,0.457538995,,,
,Face,,0.866738895,0.143847487,970,606,
,,,0.984832069,0.469670711,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/2b5ef563-33ff-445b-ba63-2e4bd9131f95___goonies3.jpg.jpeg,Face,,0.310416667,0.067092652,480,313,null
,,,0.475,0.447284345,,,
,Face,,0.597916667,0.188498403,480,313,
,,,0.783333333,0.498402556,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/943d3443-3fe1-4c7e-a33a-3e77e663fa9d___halle-xmen.jpg.jpeg,Face,,0.271939328,0.234146341,2000,1333,null
,,,0.359696641,0.445528455,,,
,Face,,0.516793066,0.232520325,2000,1333,
,,,0.575297941,0.445528455,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/5d34c9a0-49b2-4701-8145-67aacd66e103___HanSolo.jpg.jpeg,Face,,0.40483871,0.160606061,620,330,null
,,,0.543548387,0.460606061,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/614e5bce-71f3-471f-86bc-ed71c4028632___Harris-Family-2015.jpg.jpeg,Face,,0.129132231,0.474418605,5616,3744,null
,,,0.225206612,0.592248062,,,
,Face,,0.310950413,0.342635659,5616,3744,
,,,0.424586777,0.505426357,,,
,Face,,0.451446281,0.23875969,5616,3744,
,,,0.522727273,0.375193798,,,
,Face,,0.553719008,0.303875969,5616,3744,
,,,0.617768595,0.43875969,,,
,Face,,0.70661157,0.294573643,5616,3744,
,,,0.771694215,0.398449612,,,
,Face,,0.81714876,0.460465116,5616,3744,
,,,0.892561983,0.596899225,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/e8ad60af-b305-4da0-9c39-0046f79256c3___hbz-best-british-movies-00-index-1498493471.jpg.jpeg,Face,,0.053,0.066,1000,500,null
,,,0.172,0.332,,,
,Face,,0.18,0.04,1000,500,
,,,0.272,0.278,,,
,Face,,0.417,0.066,1000,500,
,,,0.562,0.364,,,
,Face,,0.676,0.1,1000,500,
,,,0.761,0.312,,,
,Face,,0.905,0.058,1000,500,
,,,0.999,0.332,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/63c1e382-cd76-4846-9aab-0a88acb16890___Healthy-Families-landing3.jpg.jpeg,Face,,0.096808511,0.15,940,600,null
,,,0.30106383,0.606666667,,,
,Face,,0.317021277,0.108333333,940,600,
,,,0.513829787,0.481666667,,,
,Face,,0.535106383,0.225,940,600,
,,,0.673404255,0.518333333,,,
,Face,,0.695744681,0.27,940,600,
,,,0.871276596,0.596666667,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/7e66b222-d2d6-49fc-b3f5-65fb75b33451___hero-31603-new.jpg.jpeg,Face,,0.178125,0.1,640,280,null
,,,0.28125,0.389285714,,,
,Face,,0.34375,0.446428571,640,280,
,,,0.4140625,0.621428571,,,
,Face,,0.5234375,0.028571429,640,280,
,,,0.609375,0.225,,,
,Face,,0.6484375,0.314285714,640,280,
,,,0.7109375,0.539285714,,,
,Face,,0.790625,0.060714286,640,280,
,,,0.85625,0.264285714,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/5617d2ef-2af7-45b5-b0d5-30c56529a0eb___hollywood-english-movie-2016_orig.jpg.jpeg,Face,,0.53125,0.152777778,480,360,null
,,,0.752083333,0.575,,,
,Face,,0.735416667,0.472222222,480,360,
,,,0.883333333,0.663888889,,,
,Face,,0.664583333,0.588888889,480,360,
,,,0.73125,0.675,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/41d18d64-f960-4d62-b0ce-d77e64487712___horror-movies-2017-best-horror-movies-2017-stephen-king-IT-.jpg.jpeg,Face,,0.569880823,0.203579418,950,460,null
,,,0.643553629,0.393736018,,,
,Face,,0.763813651,0.275167785,950,460,
,,,0.84723727,0.503355705,,,
,Face,,0.702058505,0.208053691,950,460,
,,,0.765980498,0.342281879,,,
,Face,,0.471289274,0.093959732,950,460,
,,,0.538461538,0.243847875,,,
,Face,,0.287107259,0.071588367,950,460,
,,,0.379198267,0.266219239,,,
,Face,,0.169014085,0.219239374,950,460,
,,,0.252437703,0.371364653,,,
,Face,,0.111592633,0.275167785,950,460,
,,,0.182015168,0.416107383,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/49073390-3b16-4da2-8cfe-7c7ff6bfa3e7___hostel-movie.jpg.jpeg,Face,,0.14,0.334482759,500,290,null
,,,0.326,0.644827586,,,
,Face,,0.622,0.027586207,500,290,
,,,0.808,0.320689655,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/7be9b014-0940-412e-bc83-5384f39f6522___how-to-help-families-separated-at-borders-homepage-1280x720.jpg.jpeg,Face,,0.65392562,0.15625,1280,720,null
,,,0.878099174,0.496323529,,,
,Face,,0.477272727,0.544117647,1280,720,
,,,0.605371901,0.773897059,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/f26cc16b-82d1-485b-bb4a-d89992dc0048___how-we-help-families-575x385.jpg.jpeg,Face,,0.111304348,0.137662338,575,385,null
,,,0.300869565,0.561038961,,,
,Face,,0.330434783,0.161038961,575,385,
,,,0.500869565,0.644155844,,,
,Face,,0.523478261,0.264935065,575,385,
,,,0.747826087,0.690909091,,,
,Face,,0.700869565,0.212987013,575,385,
,,,0.949565217,0.646753247,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/3f784dad-c4fb-4fcc-bd81-8c041796297d___hqdefault.jpg.jpeg,Face,,0.197916667,0.336111111,480,360,null
,,,0.358333333,0.658333333,,,
,Face,,0.583333333,0.35,480,360,
,,,0.685416667,0.483333333,,,
,Face,,0.8125,0.35,480,360,
,,,0.922916667,0.502777778,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/a1e3f340-1894-4fb6-8c8e-bd8cb81778b1___hqdefault1.jpg.jpeg,Face,,0.677083333,0.297222222,480,360,null
,,,0.816666667,0.513888889,,,
,Face,,0.295833333,0.355555556,480,360,
,,,0.414583333,0.541666667,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/4867d82e-f5b2-4b36-b907-c6f2afaf3366___hqdefault2.jpg.jpeg,Face,,0.4,0.177777778,480,360,null
,,,0.735416667,0.683333333,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/40c39921-79bd-4200-8ad5-518762d63ccb___hqdefault5.jpg.jpeg,Face,,0.489583333,0.277777778,480,360,null
,,,0.58125,0.411111111,,,
,Face,,0.2875,0.344444444,480,360,
,,,0.410416667,0.522222222,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/cd9f8549-5619-43e8-9a44-e85ce980eb82___hqdefault7.jpg.jpeg,Face,,0.258333333,0.25,480,360,null
,,,0.547916667,0.661111111,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/a60a47f2-a94c-42f6-aa9c-6004bed60d35___hqdefault8.jpg.jpeg,Face,,0.272916667,0.194444444,480,360,null
,,,0.39375,0.35,,,
,Face,,0.035416667,0.191666667,480,360,
,,,0.160416667,0.388888889,,,
,Face,,0.789583333,0.219444444,480,360,
,,,0.914583333,0.380555556,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/b6dbbe83-fe4c-4499-ba49-75bfc00f9ae9___hqdefault9.jpg.jpeg,Face,,0.3625,0.152777778,480,360,null
,,,0.802083333,0.791666667,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/a6fed981-7b63-4c09-9fb9-67f4c6c232b4___hr_Edge_of_Tomorrow_9.jpg.jpeg,Face,,0.362268519,0.3234375,864,1280,null
,,,0.549768519,0.459375,,,
,Face,,0.627314815,0.09453125,864,1280,
,,,0.890046296,0.259375,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/64efc52d-4ccc-46f8-9148-8e7986535e35___I3atUf1.jpg.jpeg,Face,,0.451612903,0.12,775,500,null
,,,0.561290323,0.366,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/d03a72fe-d951-4135-9be3-63bdd1e1941d___ichi-hooked.jpg.jpeg,Face,,0.638333333,0.43,600,300,null
,,,0.831666667,0.816666667,,,
,Face,,0.278333333,0.133333333,600,300,
,,,0.468333333,0.683333333,,,
,Face,,0.488333333,0.28,600,300,
,,,0.555,0.416666667,,,
,Face,,0.628333333,0.04,600,300,
,,,0.695,0.193333333,,,
,Face,,0.916666667,0.103333333,600,300,
,,,0.993333333,0.27,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/97bc56ca-cfbf-4444-8ac8-dd9bab5b9f35___iconic-movie-color-palette-cinemapalettes-6jpg.jpg.jpeg,Face,,0.46,0.164652568,1200,662,null
,,,0.655833333,0.596676737,,,
,Face,,0.3075,0.019637462,1200,662,
,,,0.455833333,0.643504532,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/23e7ea32-0f64-4331-a855-0a11ced0a5ad___image.jpg.jpeg,Face,,0.055555556,0.050847458,630,472,null
,,,0.536507937,0.711864407,,,
,Face,,0.46031746,0.004237288,630,472,
,,,0.777777778,0.652542373,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/96641187-e2a0-471a-a9ff-827326dbdbad___image.jpg.png,Face,,0.362376238,0.171503958,505,379,null
,,,0.699009901,0.707124011,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/e7c22307-3a9e-4122-abbf-f45fbb9d4d75___image0.jpg.jpeg,Face,,0.284722222,0.297453704,720,864,null
,,,0.652777778,0.556712963,,,
,Face,,0.063888889,0.506944444,720,864,
,,,0.427777778,0.77662037,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/227bd8a0-f737-45d3-962f-2bf9d44f9a9e___image1.jpg.jpeg,Face,,0.327193933,0.137065637,1320,740,null
,,,0.408450704,0.438223938,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/70449829-a2bf-44b9-ae1c-949e5c313dd6___img-best-hollywood-action-movies-2017-action-movies-full-movie-english-505.jpg.jpeg,Face,,0.133333333,0.078358209,600,804,null
,,,0.525,0.380597015,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/26718291-ddf0-473c-aa90-11ab43fdfafd___immigrant-fam-cristobal-ht-hb-180621_hpMain_31x13_992.jpg.jpeg,Face,,0.624052004,0.199481865,992,415,null
,,,0.735644637,0.455958549,,,
,Face,,0.522210184,0.658031088,992,415,
,,,0.630552546,0.901554404,,,
,Face,,0.269772481,0.616580311,992,415,
,,,0.385698808,0.865284974,,,
,Face,,0.388949079,0.523316062,992,415,
,,,0.496208017,0.777202073,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/499182f1-2b8e-4285-8a56-b41cc7d934ca___immigrant-family-texas.jpg.jpeg,Face,,0.11954023,0.187258687,435,518,null
,,,0.32183908,0.368725869,,,
,Face,,0.487356322,0.318532819,435,518,
,,,0.645977011,0.44980695,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/fa196b64-fd83-4592-8188-b9b475dc9c17___immigration_wide-1bd803474df880b6e7fe5770eebf1d6e55c8edf4-s900-c85.jpg.jpeg,Face,,0.038888889,0.02173913,900,506,null
,,,0.217777778,0.351778656,,,
,Face,,0.445555556,0.181818182,900,506,
,,,0.573333333,0.482213439,,,
,Face,,0.791111111,0.106719368,900,506,
,,,0.977777778,0.533596838,,,
,Face,,0.693333333,0.173913043,900,506,
,,,0.758888889,0.389328063,,,
,Face,,0.607777778,0.193675889,900,506,
,,,0.652222222,0.318181818,,,
,Face,,0.008888889,0.023715415,900,506,
,,,0.037777778,0.187747036,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/d54364a0-dab7-422c-b950-e331bd5166ac___information-sheets-for-families.jpg.jpeg,Face,,0.471111111,0.14,900,500,null
,,,0.696666667,0.572,,,
,Face,,0.713333333,0.186,900,500,
,,,0.917777778,0.556,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/0e00a900-988a-4847-a758-1a3f69cbfab9___Ingloriosu-Bastards.jpg.jpeg,Face,,0.190082645,0.04338843,1578,789,null
,,,0.361570248,0.502066116,,,
,Face,,0.716942149,0.07231405,1578,789,
,,,0.86053719,0.429752066,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/a4042210-1c52-4b04-be97-a5144eff617b___Inglourious-Basterds.jpg.jpeg,Face,,0.34607438,0.148897059,1280,720,null
,,,0.44214876,0.369485294,,,
,Face,,0.577479339,0.012867647,1280,720,
,,,0.723140496,0.240808824,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/9373785f-374c-436a-bd36-2cafea8422f4___iStock_000012953502Small.jpg.jpeg,Face,,0.113074205,0.152212389,849,565,null
,,,0.244994111,0.355752212,,,
,Face,,0.276796231,0.107964602,849,565,
,,,0.391048292,0.315044248,,,
,Face,,0.413427562,0.123893805,849,565,
,,,0.489988221,0.288495575,,,
,Face,,0.504122497,0.256637168,849,565,
,,,0.607773852,0.417699115,,,
,Face,,0.610129564,0.205309735,849,565,
,,,0.698468787,0.410619469,,,
,Face,,0.757361602,0.191150442,849,565,
,,,0.85041225,0.382300885,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/7f5b00fa-365d-4943-9a83-bb51d49ffb81___jaws-drunk-scene-2.jpg.jpeg,Face,,0.406451613,0.258666667,620,375,null
,,,0.658064516,0.8,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/7e61304b-1445-4884-8856-9f9e587de216___JERRY-MAGUIRE-004.jpg.jpeg,Face,,0.193478261,0.039855072,460,276,null
,,,0.695652174,0.938405797,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/61fa9cdd-d6b9-42e2-a32c-9519188555ac___johnny-english-pen-scene.jpg.jpeg,Face,,0.429032258,0.11,620,400,null
,,,0.611290323,0.48,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/ef358b9f-6c05-451e-b327-8f1c91ec86c9___jumanji-et00041704-04-10-2016-03-57-35.jpg.jpeg,Face,,0.2734375,0.21641791,640,268,null
,,,0.3671875,0.473880597,,,
,Face,,0.46875,0.111940299,640,268,
,,,0.546875,0.354477612,,,
,Face,,0.596875,0.23880597,640,268,
,,,0.7203125,0.496268657,,,
,Face,,0.7578125,0.231343284,640,268,
,,,0.8625,0.485074627,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/a943c30e-4f46-46eb-94b2-0eaf03d1c4bc___jurassicworldfallenkingdomReview.jpg.jpeg,Face,,0.12,0.053921569,300,204,null
,,,0.353333333,0.534313725,,,
,Face,,0.516666667,0.205882353,300,204,
,,,0.74,0.676470588,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/d3a69b29-423c-49af-b51a-03877c7d793f___katiemartynova-istock-thinkstock_0.png,Face,,0.472727273,0.1975,770,400,null
,,,0.553246753,0.3725,,,
,Face,,0.609090909,0.2375,770,400,
,,,0.668831169,0.53,,,
,Face,,0.235064935,0.18,770,400,
,,,0.32987013,0.475,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/f1588cfe-2f18-47d7-b936-de0dc37d5284___Kickboxer252520Vengeance252520movie252520201625255B225255D.jpg.jpeg,Face,,0.240234375,0.013888889,512,288,null
,,,0.4765625,0.454861111,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/3ea64d75-ff32-4054-bded-c47145064104___landscape-1472656016-matthew-a-time-to-kill.jpg.jpeg,Face,,0.562296858,0.162337662,980,490,null
,,,0.667388949,0.376623377,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/5a7a18bf-3360-496e-b6d2-b4fe05a6c41d___landscape-1489138548-gettyimages-72525869.jpg.jpeg,Face,,0.041322314,0.487603306,2560,1280,null
,,,0.138429752,0.690082645,,,
,Face,,0.198347107,0.223140496,2560,1280,
,,,0.295454545,0.431818182,,,
,Face,,0.396694215,0.064049587,2560,1280,
,,,0.490702479,0.301652893,,,
,Face,,0.490702479,0.150826446,2560,1280,
,,,0.559917355,0.318181818,,,
,Face,,0.626033058,0.008264463,2560,1280,
,,,0.73553719,0.291322314,,,
,Face,,0.737603306,0.049586777,2560,1280,
,,,0.840909091,0.320247934,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/2107df6e-6ece-4a2a-8e8f-c7b44c910f81___lead_720_405.jpg.jpeg,Face,,0.097222222,0.204938272,720,405,null
,,,0.191666667,0.395061728,,,
,Face,,0.430555556,0.175308642,720,405,
,,,0.488888889,0.298765432,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/7f0743fb-02d2-444f-ae65-5d59ba26ffd4___learn-english-movies-modern-american-classics.jpg.jpeg,Face,,0.541009464,0.311046512,634,344,null
,,,0.602523659,0.468023256,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/b6ad4179-3c33-4442-aa86-e14a55309c6a___Legend-Tarzan.JPG.jpeg,Face,,0.504875406,0.12987013,1024,683,null
